id,text,sentiment,,,
143350," Achsanul Qosasi: Pagi Ini Syekh Ali Jaber Melengkapi Kesedihan Kita   Kamis, 14 Januari 2021 – 11:28 WIB               Syekh Ali Jaber. Foto: Antara  jpnn.com, JAKARTA - Anggota Badan Pemeriksa Keuangan (BPK) RI Achsanul Qosasi turut berdukacita atas meninggalnya Syekh Ali Jaber pada Kamis (14/1).   Yusuf Mansur menyebut Syekh Ali Jaber meninggal pagi tadi di RS Yarsi, Cempaka Putih, Jakarta. Ungkapan belasungkawa disampaikan Achsanul melalui unggahan lewat akunnya di Twitter.Baca Juga:Dicopot DKPP Sebagai Ketua KPU, Arief Budiman Bereaksi, Evi pun Membela ""Setiap hari, semakin banyak sahabat kita dan ulama yang mendahului menghadap Ilahi Robbi,"" tulis Achsanul. ""Pagi ini Syeikh Ali Jaber melengkapi kesedihan kita,"" sambung tokoh asal Madura itu. Achsanul pun berharap program vaksinasi Covid-19 bisa menyentuh seluruh masyarakat.Baca Juga:Yusuf Mansur: Syekh Ali Jaber Meninggal Dalam Keadaan Negatif Covid-19 Seperti diketahui, Syekh Ali Jaber beberapa pekan lalu sempat dinyatakan positif terinfeksi covid-19. Namun berdasarkan informasi terbaru yang disampaikan Ustaz Yusuf Mansur, Syekh Ali Jaber meninggal dunia dalam kondisi sudah negatif Covid-19.    12Next              TAGS   Achsanul Qosasi Syekh Ali Jaber meninggal dunia Syekh Ali Jaber syekh ali jaber wafat",0,,,
143351,"          Home > Kampus Kemenag Jajaki Kolaborasi Penguatan Sains di PTKN dengan UIM PurwadiKamis, 14 Januari 2021 - 11:44 WIB Menteri Agama Yaqut Cholil Qoumas saat berbincang dengan Rektor Universitas Indonesia (UI) Ari Kuncoro, di Kampus UI, Depok. Foto/Dok/Humas Kemenag     JAKARTA - Kementerian Agama terus berusaha meningkatkan kualitas pendidikan tinggi keagamaan Negeri . Salah satunya dengan membuat kolaborasi dengan lembaga pendidikan tinggi di luar binaan Kemenag. Hal ini dikemukakan Menteri Agama Yaqut Cholil Qoumas saat berbincang dengan Rektor Universitas Indonesia (UI) Ari Kuncoro, di Kampus UI, Depok. ""Kami ingin lulusan perguruan tinggi keagamaan tidak hanya cakap dalam ilmu agama saja, tapi juga memiliki kemampuan ilmu lainnya,"" tutur Menag, Rabu (13/1/2021). Baca juga: ( Menuju Kampus Kelas Dunia, ITS Gandeng Perguruan Tinggi Mancanegara )Ia pun berharap ke depan terbuka peluang untuk melakukan sinergi dan kolaborasi antara Kementerian Agama dengan Universitas Indonesia. ""Jadi kami berharap bisa bersinergi dan berkolaborasi dengan UI terkait dengan penguatan sains atau humaniora di Perguruan Tinggi Keagamaan Negeri (PTKN),"" ujar Menag.""Sangat bagus bila ahli-ahli agama juga bisa menjelaskan dalil dengan pendekatan ilmiah. Ini penting untuk membangun kedewasaan beragama di Indonesia,"" sambungnya.   Baca Juga:Tim Mahasiswa ITS Gagas Thorium untuk Bahan Bakar PLTNIni Tahapan Pengisian PDSS, Jadi Syarat Wajib Agar Terdaftar di SNMPTNMenanggapi hal tersebut, Rektor UI Ari Kuncoro menyatakan kesediaannya untuk melakukan kolaborasi. ""Kami sangat terbuka untuk berkolaborasi. Kami juga ke depan berharap Kemenag juga dapat mengawal pembelajaran keagamaan di UI,"" cetus Ari. Baca juga: ( Mahasiswa ITB Raih Best Paper di Geo Student Competition 2020 )Menurutnya, saat ini, dengan kebijakan Kampus Merdeka, membuka peluang UI untuk dapat mengirimkan SDM-nya ke lembaga-lembaga lain, dan sebaliknya. Senada dengan Ari, Wakil Rektor Bidang Akademik dan Kemahasiswaan UI Abdul Haris menyampaikan kolaborasi tersebut amat memungkinkan untuk dilaksanakan. ""Kami bisa mengirimkan resources yang kami punya ke kampus-kampus PTKN, dan sebaliknya. Kolaborasi ini juga dapat dilakukan bukan hanya terkait dengan perkuliahan, tetapi juga penelitian, dan lain sebagainya,""ungkapnya.(mpw)    Berita Terkait kementerian agama kemenag universitas indonesia ui perguruan tinggi keagamaan islam negeri ptkin perguruan tinggi keagamaan negeri ptkn perguruan tinggi negeriWisuda Daring Perdana 2021, Ini 4 Pesan Rektor IPB University untuk WisudawanIni 5 Universitas di Indonesia yang Terbaik Menerapkan Kampus HijauIni Jumlah Peserta Sementara yang Tercatat Bisa Ikut SNMPTN, Cek NamamuUGM Berikan Keringanan UKT ke 10 Ribu Lebih Mahasiswa Terdampak Covid-19Dirut Bio Farma Sebut Sertifikasi Halal Vaksin Covid Sangat Penting agar Tak Senasib Vaksin CampakDapat Sertifikasi Halal, Dirut Biofarma: kita Bahu-membahu untuk Keluar dari Permasalahan Covid-19Kemenag Resmi Serahkan Sertifikat Halal Vaksin Sinovac Kepada Bio FarmaInovasi, Mahasiswa ITS Rancang Alat Pengolah Biji Kemiri Jadi MinyakUI Kenalkan Aplikasi mCare untuk Deteksi Dini Penyakit Tak MenularLTMPT Umumkan, Hari Ini Siswa Eligible yang Terdaftar Tembus 31.248 Siswa    TULIS KOMENTAR ANDA!              1 Kemendikbud Upgrade 334.402 Guru Metode Mengajar Siswa Secara Daring   2 Ini Alur Registrasi dan Verifikasi Akun SNMPTN 2021   3 Pengamat: Rekrutmen Guru PPPK Bereskan Tiga Masalah Laten Guru   4 Ini Jumlah Peserta Sementara yang Tercatat Bisa Ikut SNMPTN, Cek Namamu   5 Ini 5 Universitas di Indonesia yang Terbaik Menerapkan Kampus Hijau   6 UGM Berikan Keringanan UKT ke 10 Ribu Lebih Mahasiswa Terdampak Covid-19   7 Ini Cerita Ketua Umum PGRI Setelah Divaksin Bersama Presiden Jokowi",0,,,
143353," Laporan Wartawan Tribun Jabar, Nazmi Abdurahman TRIBUNJABAR.ID, BANDUNG - Hampir semua pejabat daerah dan public figure yang mendapat suntikan vaksin Covid-19 tidak merasakan efek samping apapun.  Sekretaris Daerah (Sekda) Kota Bandung Ema Sumarna, Kapolrestabes Bandung, Kombes Pol Ulung Sampurna Jaya, Risa Saraswati, dan Ariel NOAH pun mengaku tidak merasakan gejala atau efek samping setelah mendapat suntikan vaksin.  ""Setelah divaksinasi kami menunggu 30 menit, apakah ada reaksi atau lainnya, ternyata setelah 30 menit tidak ada kelainan,"" ujar Ulung, di RSKIA, Kamis (14/1/2021).   BPun demikian dengan Risa Saraswati, iapun tidak merasakan gejala apapun. Bahkan, ia sempat mengira kalau jarum suntik untuk vaksin itu akan besar.  ""Ternyata kecil banget jadi enggak kerasa dan reaksinya sih biasa aja gitu sekarang,"" katanya.  Kepala Dinas Kesehatan (Dinkes) Kota Bandung, Ahyani Raksanagara mengatakan, sebenarnya tidak ada efek samping yang membahayakan dari vaksin ini.  ""Tidak ada, karena efek samping ini sangat ringan hanya nyeri atau pegel bisa, paling yang agak berat itu lemas dan pusing,"" ujar Ahyani, di RSKIA, Kamis (14/1/2021).  Setelah mendapat suntikan vaksin pertama, para pejabat publik dan public figure ini bakal kembali mendapat suntikan vaksin kedua 14 hari berikutnya.  ",0,,,
143354," Laporan Wartawan Tribun Jabar, Putri Puspita TRIBUNJABAR.ID, BANDUNG - Raffi Ahmad masuk dalam jajaran orang pertama di Indonesia yang mendapatkan vaksin Covid-19 pada Rabu (13/1/2021). Setelah ramai jadi perbincangan, Raffi Ahmad juga kembali dihebohkan dengan foto yang beredar di media sosial. Dalam foto tersebut, Raffi berfoto bersama istrinya, Nagita Slavina, Gading Marten, Sean Gelael, dan selebgram Anya Geraldine.  Baca juga: Kata Risa Saraswati & Ariel Noah Setelah Vaksin Covid-19, Risa: Kecil Banget, Ariel Tak Rasakan Efek  Mereka  berfoto tampak tidak menggunakan masker dan menjaga jarak satu sama lain. Foto tersebut pun menuai kritikan dari penyanyi Sherina Munaf melalui unggahan twitternya. ""Halo Raffi Ahmad, setelah divaksin bukan berarti keluyuran rame-rame dong. Anda dipilih jatah awal-awal vaksin karenna followers banyak. Dengan alasan yang sama, tolon berikutnya konsisten beri contoh yang baik. Please you can do better than this. Your followers are counting on you,"" tulis Sherina. Sherina Munaf juga menandai akun Raffi Ahmad di instagramnya dan menuliskan hal serupa. Sontak saja hal ini jadi sorotan publik, ada yang membela Raffi dan ada juga yang setuju dengan apa yang dikatakan Sherina. Raffi Ahmad pun memberikan penjelasan terkait kejadian tadi malam dalam ungghan IGTV, Kamis (14/1/2021).  Raffi Ahmad kedapatan keluyuran dan berkerumun dengan rekan-rekan artisnya tanpa menggunakan masker beberapa jam usai divaksin covid-19 di istana. Hal itu diketahui dari tangkapan layar IG Stories Anya Geraldine yang dibagikan warganet. ((kolase/dok Tribunnws.com/insta story Anya Geraldine))",0,,,
143355," Laporan Wartawan Tribun Jabar Firman Suryaman TRIBUNJABAR.ID, TASIKMALAYA - Jumlah rumah terdampak banjir di Desa Tanjungsari, Kecamatan Sukaresik, Kabupaten Tasikmalaya, terus bertambah pada Kamis (14/1/2021) siang. Kapolresta Tasikmalaya, AKBP Doni Hermawan, saat meninjau lokasi banjir di Kampung Hegarsari, menyebutkan rumah terendam sudah mencapai 367 unit. ""Data dari kepala desa barusan, jumlahnya sudah 367 unit. Namun siang ini tampaknya air mulai surut lagi,"" ujar Doni.  Baca juga: Permohonan Maaf dan Klarifikasi Raffi Ahmad Setelah Foto Berkumpul Tanpa Masker Usai Divaksin Viral  Kondisi cuaca sendiri hingga Kamis siang masih berawan. Diperkirakan hujan akan turun kembali sore hari atau malam hari. ""Petugas kami di lapangan dalam hal ini Polsek Sukaresik terus siaga dan berkoordinasi dengan dinas terkait seperti BPBD dan pemerintah kecamatan serta desa,"" kata Doni.  Polresta Tasikmalaya pun menyiapkan peralatan penyelamatan, seperti sejumlah perahu karet serta mobil rantis rescue. ""Kami pun menyiapkan dapur umum untuk mengantisipasi kondisi banjir yang berkepanjangan,"" ujar Doni. Ia akan berkoordinasi dengan dinas terkait untuk ikut bersama-sama mencari solusi agar banjir rutin ini intensitasnya bisa berkurang.  Baca juga: VIDEO Syekh Ali Jaber Ingin Dimakamkan di Lombok, Ada Alasan Istimewa Tempat Itu Dipilih  Baca juga: Kakek Pejuang Kemerdekaan yang Gugur di Lombok, Syekh Ali Jaber Ingin Dimakamkan di Kota yang Sama ",0,,,
143356," TRIBUNJABAR.ID, SUKABUMI - Dit Tipidter Bareskrim Polri mengamankan ratusan burung langka yang dilindungi di penangkaran ilegal di Kampung Tenjolaya RT 04 RW 04, Desa Cisaat, Kecamatan Cicurug, Kabupaten Sukabumi, Jawa Barat. Diketahui, pengamanan dilakukan pada Selasa (12/1/2021) lalu oleh Subdit I Direktorat Tipidter Bareskrim Polri bersama Polres Sukabumi, tim Direktorat Pencegahan dan Pengamanan Hutan Ditjen Penegakan Hukum, Direktorat Konservasi Keanekaragaman Hayati Ditjen KSDAE dan Balai Besar KSDA  Jawa Barat. Kasubdit I Direktorat Tipidter Bareskrim Polri Kombes Pol M Zulkarnain mengatakan, pemilik penangkaran ilegal itu adalah FJ asal Jakarta.  Baca juga: Tiga Korban Longsor Cimanggung Sumedang Ditemukan di Titik Tenda Hajatan, Total Meninggal 24 Orang ""Kami telah mengungkap pelanggaran Undang-undang nomor 5 tahun 1990 tentang kpnservadi sumber daya alam dan ekosistem, yang mana ada penangakaran yang tidak memenuhi izin sebagaimana mestinya, mereka menyimpan, memiliki berbagai jenis burung yang dilindungi,"" ujarnya kepada wartawan, Kamis (14/1/2021). Ia menyebutkan, ada 184 ekor burung dilindungi yang diamankan Bareskrim di penangkaran ilegal tersebut.  Baca juga: VIDEO Ada Karyawan Positif Covid, Satgas Cigasong Majalengka Minta Karyawan UD Putra TS Tes Swab Diantaranya 53 ekor Kakatua Maluku/merah, 22 ekor Kakatua Jambul Kuning, 12 ekor Kakatua putih, 4 ekor Kakatua Tanimbar, 38 ekor Kakatua Koki, 47 ekor Kakatua Nuri Bayan, 5 ekor Kasturi Kepala Hitam dan 3 ekor Gelatik Jawa. ""Ada 184 ekor dengan delapan jenis burung,"" jelasnya.  Baca juga: Pertemuan Terakhir Syekh Ali Jaber dengan Ustaz Abdul Somad, Sempat Curhat Ada yang Menelepon Menurutnya, penangkaran itu sudah berjalan selama sekitar dua tahun. Tersangka penangkaran tersebut, kata dia, terancam hukuman 5 tahun penjara  ""Ini sudah berjalan selama dua tahun, ancaman hukuman 5 tahun,"" katanya.  ""Tentunya kami dari Bareskrim ingin mengimbau kepada masyarakat kita harus sama-sama melindungi kekayaan alam Indonesia, salah satunya burung yang dilindungi. Untuk itu mengimbau kepada masyarakat berkerjasama memberikan informasi kepada kami maupun KLHK,"" pungkasnya. ",0,,,
143357," Laporan Wartawan Tribunnews.com, Yanuar Riezqi Yovanda TRIBUNNEWS.COM, JAKARTA - Gojek menyatakan perilaku konsumen tentunya berubah di masa pandemi Covid-19 ini, terutama dari sisi penggunaan transportasi. Co-Founder dan Co-CEO Gojek Kevin Aluwi mengatakan, pandemi membuat bisnis transportasi online perusahaan terpukul, karena adanya pembatasan mobilitas. ""Perilaku konsumen, masyarakat jauh berubah. Data dari Pemprov DKI, kalau kita lihat dari bisnis kita paling relevan dan terpukul itu transportasi,"" ujarnya dalam webinar 11th Kompas100 CEO Forum “Digitization; Catching Up with The New Era of Consumer” secara virtual, Kamis (14/1/2021).  Menurut dia untuk mengurangi transmisi penyebaran Covid-19, masyarakat diimbau untuk mengurangi perjalanan ke luar rumah. ""Itu tepat, tapi bisnis kami kental transportasinya, menurun 23,5 persen secara nasional di sektor transportasi. Adanya penurunan pendapatan mitra membuat kami lakukan terobosan,"" kata Kevin. Baca juga:  Grab Siap Dukung Pemerintah Dalam Upaya Vaksinasi Covid-19 Dia menambahkan, terobosan itu dilakukan untuk meningkatkan dukungan terhadap protokol kesehatan, mitra, dan konsumen. ""Di masa seperti ini penting membantu melayani konsumen dan mitra kami. Apa saja yang dikerjakan di Gojek setahun terakhir untuk bantu konsumen, juga bantu kembangkan perusahaan dan mitra kami,"" pungkasnya. ",0,,,
143358," TRIBUNJABAR.ID, KARAWANG-  Kadiman ayah dari Fathan Ardian Nurmiftah,18, mengakui, sebelum anaknya tersebut ditemukan meninggal, keluarga sempat menerima ancaman penculikan dan pemerasan uang senilai Rp400 juta. ""Ada WA (Whats App) dari nomor Fathan dengan nada ancaman Senin pagi,"" kata Kadiman saat ditemui di rumah duka di Perumahan Dinas Peruri, Kecamatan Telukjambe Timur, Kamis (14/1/2021).  Baca juga: Sosok Fathan Ardian Mahasiswa Telkom University Korban Pembunuhan, Jago Main Voli dan Murah Senyum  Baca juga: Permintaan Terakhir Fathan Mahasiswa Telkom University yang Dibunuh ke Temannya, Sayang Tak Terwujud  ""Lalu istri saya membalasnya dan bilang itu candaan,"" katanya. Kadiman kemudian berinisiasi untuk mencari Fathan. Sebelum hilang, ia pamit untuk menginap ke salah satu temannya, Aji, Minggu sore (10/1/2021). Aji memang dikenal sebagai teman akrabnya.   ""Tapi ternyata Fathan tidak pernah datang ke rumah Aji,"" kata dia. Kadiman mengaku langsung melaporkan hal itu ke kantor Polisi. Namun beberapa hari kemudian tersiar kabar ada penemuan mayat di daerah Cilamaya Kulon.  ",0,,,
143359," Reporter: Dimas Andi | Editor: Anna Suci Perwitasari KONTAN.CO.ID - JAKARTA. PT Chandra Asih Petrochemical Tbk (TPIA) selaku anak usaha PT Barito Pacific Tbk (BRPT) menyatakan terus fokus mengembangkan bisnis petrokimia di pasar domestik. Ini mengingat potensi pasar petrokimia di dalam negeri masih cukup besar.  Head of Investor Relations TPIA Harry Tamin mengatakan, pada dasarnya bisnis petrokimia TPIA di pasar lokal porsinya lebih besar ketimbang pasar ekspor. Sebab, perusahaan berkomitmen untuk membantu para pelaku usaha manufaktur untuk memperoleh produk petrokimia yang dapat menjadi bahan baku plastik dan lain-lain.       Alhasil, anggota indeks Kompas100 ini, bisa berkontribusi pada pengurangan impor petrokimia.  Berdasarkan materi paparan publik TPIA pada November 2020 lalu, TPIA memang memiliki pangsa pasar yang besar di berbagai produk petrokimia. Ambil contoh, olefin yang mana TPIA memiliki pangsa pasar mencapai 50%, sedangkan 28% produk olefin nasional masih diperoleh secara impor.  Baca Juga: Simak rencana bisnis Barito Pacific (BRPT) di sektor panas bumi untuk tahun ini   TPIA juga punya pangsa pasar besar di produk polyethylene sebanyak 30%. Jika dilihat, 52% produk polyethylene yang beredar di Indonesia masih didapat dari luar negeri.  Manajemen TPIA pun berupaya meningkatkan kemampuan produksi petrokimia, termasuk potensi penambahan pabrik baru di masa depan. “Dari tahun ke tahun kami terus menambah kapasitas sehingga bisa memenuhi kebutuhan petrokimia domestik,” ujar Harry, Kamis (14/1).  Dalam catatan Kontan, kapasitas produksi TPIA telah meningkat dari level 4 juta ton per tahun pada 2019 menjadi 4,23 juta ton per tahun pada 2020. Peningkatan kapasitas tersebut berasal dari penyelesaian pabrik MTBE dan Butene-1 pada tahun 2020.  Harry melanjutkan, penjualan petrokimia TPIA ke luar negeri lebih dilakukan dalam rangka menyeimbangkan permintaan pasar. Dalam hal ini, TPIA mengekspor petrokimia mana kala produk tersebut belum terserap sepenuhnya di dalam negeri.  Sejauh ini, TPIA mengekspor produk petrokimia-nya ke beberapa negara tetangga seperti Malaysia dan Vietnam, hingga ke berbagai negara lainnya seperti China, India, dan Australia.  “Meski fokus kami di domestik, intinya kami juga bisa melakukan penetrasi ke pasar ekspor,” imbuh Harry.  Ia memperkirakan, pasar petrokimia di dalam maupun luar negeri masih akan positif di tahun ini, hanya memang pertumbuhannya tidak terlalu agresif. Pasalnya, ketidakpastian pandemi Covid-19 masih menjadi hantu bagi banyak sektor industri.  Baca Juga: Gandeng Ecolab, Chandra Asri Petrochemical bakal terapkan teknologi green chemistry   Terlepas dari itu, manajemen TPIA menilai bahwa tren kinerja bisnisnya lebih sering mentereng di semester kedua di tiap tahun, terutama di kuartal IV yang berlangsung di akhir tahun.  “Trennya lebih sering seperti itu, tapi kami belum bicara capaian kinerja dalam konteks tahun 2020 lalu. Walau begitu, kami lihat hari ini pun marjin dan harga produk petrokimia masih positif,” ungkap dia.  Yang terang, pihak TPIA akan selalu berusaha menjaga operasional pabrik-pabriknya supaya bisa memaksimalkan momentum tren positif di industri petrokimia.  Sekadar catatan, TPIA membukukan penurunan pendapatan bersih sebesar 8,7% (yoy) menjadi US$ 1,26 miliar per kuartal III-2020. Secara umum, TPIA merupakan kontributor utama bagi pendapatan konsolidasi Grup Barito Pacific",0,,,
143360," JAKARTA, KOMPAS.com - Survei Lembaga Riset Institute for Demographic and Poverty Studies (IDEAS) menunjukkan, demi bertahan hidup saat pandemi, pelaku UMKM bekerja dengan jam kerja yang panjang, jauh di atas jam kerja normal. ""Untuk menyambung hidup saat pandemi pelaku usaha ultra mikro harus beroperasi dengan jam kerja rata-rata 11,67 jam per hari, hal tersebut tidak jauh berbeda dengan sebelum pandemi yang rata-rata 12,07 jam per hari,"" kata Direktur IDEAS Yusuf Wibisono dalam keterangan tertulisnya di Jakarta, Kamis (14/1/2021). Adapun selama sepekan, hari kerja usaha ultra mikro menurun dari rata-rata 6,65 hari per pekan menjadi rata-rata 6,28 hari per pekan. Jadi secara keseluruhan, jam kerja responden usaha ultra mikro menurun dari rata-rata 80,3 jam per pekan menjadi rata-rata 73,3 jam per pekan. Namun tetap jauh di atas jam kerja normal 40 jam per pekan. ""Untuk bertahan hidup, kelompok ekonomi lemah ini tidak pernah memiliki kemewahan untuk tidak bekerja, bahkan ketika pandemi melanda,"" ujarnya.  Yusuf Wibisono menambahkan terpukulnya pelaku usaha ultra mikro, membuat sebagian besar dari mereka mengalami disrupsi usaha, jatuhnya omset dan penerimaan, krisis likuiditas, hingga penutupan usaha secara permanen. ""Dari 63,4 juta usaha mikro ini, sekitar 48 juta diantaranya diperkirakan adalah usaha ultra mikro, pelaku ekonomi terkecil yang selama ini tidak pernah bisa mengakses kredit mikro perbankan sekalipun karena ketiadaan agunan,"" kata dia. Sebagai informasi, IDEAS melakukan survei terkait dampak pandemi terhadap usaha ekonomi mikro di wilayah Jabodetabek pada bulan Juli 2020.  Sebanyak 200 responden pelaku usaha di sektor perdagangan mengikuti survei tersebut. Dengan kriteria usaha tanpa pegawai, tanpa lokasi usaha, tanpa kendaraan bermotor, dan bukan merupakan distributor usaha besar. Baca juga: Sudah Cetak Laba, Gojek: Sudah Enggak Ngomongin Bakar Duit  ",0,,,
143361," JAKARTA, KOMPAS.com - Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mengungkapkan rasa dukanya atas meninggalnya Syekh Ali Jaber. Bagi Erick, wafatnya Syekh Ali Jaber merupakan duka bagi bangsa Indonesia. “Indonesia kehilangan salah satu ulama besar, guru bagi kita semua. Wafatnya Syekh Ali Jaber menjadi duka yang besar bagi segenap bangsa Indonesia,” tulis Erick dalam unggahan di akun Instagram resminya, @erickthohir, Kamis (14/1/2021). Bagi Erick, Almarhum merupakan sosok ulama yang tak sekedar memberikan pelajaran dan nasihat saja, tapi juga memberikan contoh tentang keindahan Islam lewat prilakunya. “Islam yang mengedepankan akhlak, kehangatan dan budi pekerti luhur terhadap sesama,” lanjutnya. Baca juga: Bertahan di Tengah Pandemi, Pelaku Usaha Ultra Mikro Bekerja 73,3 Jam per Pekan Mantan bos Inter Milan Itu mengaku sangat kehilangan atas meninggalnya Syekh Ali Jaber.  “ Syeikh Ali Jaber adalah panutan dan inspirasi. Semoga guru kita, Syeikh Ali Jaber mendapat (tempat) terbaik di sisi Allah SWT. Semoga pula keluarga yang ditinggalkan diberi ketabahan,” ungkapnya. Sebelumnya, pendakwah Syekh Ali Jaber meninggal dunia pagi ini, Kamis (14/1/2021). Ulama asal Madinah, Arab Saudi, itu mengembuskan napas terakhir pada pukul 08.30 WIB di RS Yasri Cempaka Putih. Pendakwah karismatik itu meninggal dunia setelah dinyatakan mengidap penyakit Covid-19, meskipun kesehatannya sempat dikabarkan membaik. Ustaz Yusuf Mansur bahkan menyatakan bahwa Syekh Ali Jaber sudah dinyatakan negatif virus corona. Syekh Ali Jaber lahir di Madinah, 3 Februari 1976. Pada usia 10 tahun, Syekh Ali Jaber sudah mampu menghafal 30 juz Al Quran.",0,,,
143362," TRIBUNBATAM .id |JAKARTA - DPO kasus tindak pidana umum pembuatan surat palsi dibekuk tim gabungan dari Kejaksaan RI. Kasusnya merupakan jual beli vila seharga Rp 38 Miliar. Tim gabungan Kejaksaan RI menangkap terpidana tindak pidana umum atas nama I Hendro Nugroho Prawiro Hartono yang masuk dalam Daftar Pencarian Orang (DPO) asal Kejaksaan Tinggi (Kejati) Bali. ""Terpidana I Hendro Nugroho Prawira Hartono merupakan Terpidana  ke 4 yang berhasil dieksekusi dalam perkara Villa Bali Rich (PT. Bali Rich Mandiri), yang bersangkutan berhasil diamankan di Apartemen Akasa Tower Kalyana Kamar 16 BSD Serpong Kota Tangerang hari ini Kamis 14 Januari 2021 sekira pukul 04.00 WIB,"" kata Kapuspenkum Kejaksaan Agung RI Leonard Ebenezer Simanjuntak dalam keterangannya, Kamis (14/1/2021).  Ditemukan Dengan Tangan Terikat dan Dibungkus Plastik I Hendro Nugroho Prawiro Hartono merupakan salah satu terpidana yang terbukti melanggar Pasal 263 Ayat (1) KUHP dalam perkara tindak pidana membuat surat palsu atau memalsukan surat yang dapat membuat suatu hak, perikatan, atau pembebasan hutang atau yang diperuntukkan sebagai bukti sesuatu hal seolah-olah isinya benar pada proses jual beli Villa Bali Rich (PT. Bali Rich Mandiri) senilai Rp 38 miliar. Dia pun dinyatakan bersalah berdasarkan Putusan Mahkamah Agung RI Nomor: 535/ K/Pid/2020 tanggal 30 Juni 2020. Terpidana dijatuhi hukuman pidana penjara selama 4 tahun 6 bulan. ""Selanjutnya terpidana diserahkan kepada Jaksa Eksekutor dari Kejaksaan Tinggi Bali dan Kejaksaan Negeri Gianyar guna dieksekusi ke dalam Rumah Tahanan Negara (Rutan) Kelas II B Giayar,"" jelasnya. Penangkapan Terpidana I Hendro nugroho Prawira Hartono menyusul penangkapan terpidana sebelumnya, antara lain Asral bin Muhamad Sholeh dan terpidana Tri Endang Astuti yang diamankan pada 8 Januari 2021 dan Minggu 10 Januari 2021 lalu. Sementara itu, terpidana Hartono menyerahkan diri kepada tim jaksa eksekutor kejaksaan negeri Gianyar pada hari Senin 11 Januari 2021. Artikel ini telah tayang di Tribunnews.com dengan judul Buronan Pembuatan Surat Palsu Rp 38 miliar Ditangkap Kejagung RI ",0,,,
143363," Laporan Idris Ismail | Pidie SERAMBINEWS.COM, SIGLI - Bupati Pidie, Roni Ahmad SE atau Abusyik, Kamis (14/1/2021) menyerahkan piagam dan tropi bagi 63 kepala sekolah berprestasi dalam kinerja Standar Nasional Pendidikan (SNP) yang berlangsung di Oproom Setdakab setempat. Dalam penyerahan tersebut Wakil Bupati, Fadhlullah TM Daud ST bersama Sekda, Idhami SSos MSi, Kepala Dinas Pendidikan, Drs Ridwandi Abbas serta kepala Majelis Pendidikan Daerah (MPD) Drs Bukhari M Thaher MSi juga turut menyerahkan piagam dan tropi kepada para kepsek dan siswa berprestasi tingkat provinsi dan nasional ""Saya sangat kagum atas presentasi dari hasil evaluasi kinerja kepala sekolah Tltngkat SMP se Kabupaten Pidie ini pada dasarnya telah meberikan gambaran penting atas dedikasi para Kepsek dalam membangun kualitas pendidikan,""sebut Abusyik kepada Serambinews.com, Kamis (14/1/2921).(*)  Baca juga:  Andika, Putra Kebudayaan Nusantara dari Aceh Juara Best Advokasi Pada Ajang Nasional, Ini Profilnya",0,,,
143364," TRIBUNJABAR.ID, CIAMIS – Bupati Ciamis H Herdiat Sunarya mengingatkan para kepala puskesmas untuk lebih meningkatkan koordinasi dan sinergi dengan Satgas Covid-19 di tingkat kecamatan, terutama dalam upaya percepatan memutus mata rantai penyebaran Covid-19. Hal itu ditegaskan Bupati Herdiat pada rapat evaluasi penanganan Covid-19 yang dihadiri para kepala puskesmas se-Ciamis di Aula Setda Ciamis, Kamis (14/1) siang. Hadir pada kesempatan tersebut Wabup Yana D Putra, Sekda H Tatang, Kadinkes Ciamis dr H Yoyo M.Kes, dan Direktur RSUD Ciamis dr H Rizali Sofiyan MM. Pada hari pertama penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM), Senin (11/1), dari hasil evaluasi Satgas Penanganan Covid-19 Jabar, Ciamis justru naik level dari zona orange jadi zona merah. Menurut Bupati Herdiat, ada 4 kriteria yang membuat Kabupaten Ciamis berubah dari level orange jadi level merah. Di antaranya lantaran jumlah kematian tidak lebih rendah dari rata-rata nasional. Selain itu, tingginya angka penularan dan tingkat kesembuhan di bawah rata-rata nasional. Berikutnya lantaran tempat isolasi yang tersedia kurang memenuhi persyaratan. “Rendahnya angka kesembuhan terkonfirmasi positif Covid-19 di Ciamis, juga karena tidak adanya laporan pasien yang sudah sembuh. Baik itu dari satgas maupun dari pasien sendiri. Hal ini harus dievaluasi,” tegas Bupati Herdiat pada rapat evaluasi tersebut. Bupati berharap 37 puskesmas se-Ciamis bisa lebih berkoordinasi dengan satgas Covid-19 di tingkat kecamatan dan desa wilayah kerja masing-masing. Termasuk dalam pelaporan data kasus positif Covid-19 di wilayah masing-masing. Baik itu data kasus positif, data kematian, maupun laporan data kesembuhan pasien. ",0,,,
